image,label
18494.jpg,best disease
22355.jpg,best disease
51787.jpg,best disease
29923.jpg,best disease
7667.jpg,best disease
22308.jpg,best disease
23654.jpg,best disease
17844.jpg,best disease
6233.jpg,best disease
23645.jpg,best disease
28159.jpg,best disease
19188.jpg,best disease
22436.jpg,best disease
22286.jpg,best disease
22318.jpg,best disease
18632.jpg,best disease
22278.jpg,best disease
26690.jpg,best disease
22325.jpg,best disease
23651.jpg,best disease
22347.jpg,best disease
18497.jpg,best disease
22337.jpg,best disease
22307.jpg,best disease
17845.jpg,best disease
5065.jpg,best disease
22312.jpg,best disease
23636.jpg,best disease
22444.jpg,best disease
22294.jpg,best disease
27148.jpg,best disease
23663.jpg,best disease
19194.jpg,best disease
133912.jpg,best disease
22437.jpg,best disease
18311.jpg,best disease
23660.jpg,best disease
22303.jpg,best disease
19204.jpg,best disease
22455.jpg,best disease
22353.jpg,best disease
17846.jpg,best disease
22270.jpg,best disease
23640.jpg,best disease
22333.jpg,best disease
23951.jpg,best disease
23635.jpg,best disease
19198.jpg,best disease
112345.jpg,best disease
22456.jpg,best disease
22435.jpg,best disease
22292.jpg,best disease
22320.jpg,best disease
22301.jpg,best disease
22332.jpg,best disease
24170.jpg,best disease
17855.jpg,best disease
22306.jpg,best disease
5071.jpg,best disease
18629.jpg,best disease
5073.jpg,best disease
22354.jpg,best disease
5560.jpg,best disease
22352.jpg,best disease
22280.jpg,best disease
22328.jpg,best disease
3271.jpg,best disease
5070.jpg,best disease
19196.jpg,best disease
130453.jpg,best disease
23954.jpg,best disease
19206.jpg,best disease
23650.jpg,best disease
112346.jpg,best disease
22273.jpg,best disease
22349.jpg,best disease
22344.jpg,best disease
18495.jpg,best disease
5074.jpg,best disease
19195.jpg,best disease
22346.jpg,best disease
5068.jpg,best disease
23642.jpg,best disease
22336.jpg,best disease
22439.jpg,best disease
22327.jpg,best disease
3270.jpg,best disease
22274.jpg,best disease
22339.jpg,best disease
24168.jpg,best disease
1350.jpg,best disease
17858.jpg,best disease
23625.jpg,best disease
23643.jpg,best disease
5564.jpg,best disease
21518.jpg,best disease
28117.jpg,best disease
22271.jpg,best disease
23952.jpg,best disease
28193.jpg,best disease
23656.jpg,best disease
114474.jpg,best disease
23626.jpg,best disease
22453.jpg,best disease
22446.jpg,best disease
23655.jpg,best disease
23633.jpg,best disease
19191.jpg,best disease
22440.jpg,best disease
23630.jpg,best disease
22305.jpg,best disease
17847.jpg,best disease
5558.jpg,best disease
22351.jpg,best disease
23658.jpg,best disease
5072.jpg,best disease
22334.jpg,best disease
5553.jpg,best disease
22296.jpg,best disease
22288.jpg,best disease
27742.jpg,best disease
26876.jpg,best disease
22311.jpg,best disease
23647.jpg,best disease
23637.jpg,best disease
23958.jpg,best disease
5066.jpg,best disease
130681.jpg,best disease
19205.jpg,best disease
22272.jpg,best disease
22360.jpg,best disease
22438.jpg,best disease
22326.jpg,best disease
19208.jpg,best disease
27672.jpg,best disease
22298.jpg,best disease
22454.jpg,best disease
23648.jpg,best disease
22451.jpg,best disease
23659.jpg,best disease
18493.jpg,best disease
22452.jpg,best disease
22284.jpg,best disease
23657.jpg,best disease
18545.jpg,best disease
23959.jpg,best disease
23661.jpg,best disease
17850.jpg,best disease
22310.jpg,best disease
22316.jpg,best disease
24169.jpg,best disease
23627.jpg,best disease
23634.jpg,best disease
25886.jpg,best disease
23646.jpg,best disease
18492.jpg,best disease
6232.jpg,best disease
593.jpg,best disease
23953.jpg,best disease
23632.jpg,best disease
1212.jpg,best disease
26755.jpg,best disease
29924.jpg,best disease
23649.jpg,best disease
22289.jpg,best disease
18496.jpg,best disease
22309.jpg,best disease
25885.jpg,best disease
27671.jpg,best disease
22343.jpg,best disease
22340.jpg,best disease
22295.jpg,best disease
29921.jpg,best disease
27147.jpg,best disease
22276.jpg,best disease
22335.jpg,best disease
5557.jpg,best disease
22350.jpg,best disease
22285.jpg,best disease
21521.jpg,best disease
23628.jpg,best disease
21520.jpg,best disease
17856.jpg,best disease
22322.jpg,best disease
22448.jpg,best disease
22445.jpg,best disease
22287.jpg,best disease
23641.jpg,best disease
13453.jpg,best disease
19201.jpg,best disease
5067.jpg,best disease
22330.jpg,best disease
22279.jpg,best disease
22450.jpg,best disease
8149.jpg,angioid streaks
131488.jpg,angioid streaks
116569.jpg,angioid streaks
14264.jpg,angioid streaks
8141.jpg,angioid streaks
14342.jpg,angioid streaks
127006.jpg,angioid streaks
22681.jpg,angioid streaks
22709.jpg,angioid streaks
14348.jpg,angioid streaks
8157.jpg,angioid streaks
8133.jpg,angioid streaks
14388.jpg,angioid streaks
8178.jpg,angioid streaks
8184.jpg,angioid streaks
8137.jpg,angioid streaks
14379.jpg,angioid streaks
22713.jpg,angioid streaks
14351.jpg,angioid streaks
14361.jpg,angioid streaks
22718.jpg,angioid streaks
14080.jpg,angioid streaks
8135.jpg,angioid streaks
26225.jpg,angioid streaks
8160.jpg,angioid streaks
6866.jpg,angioid streaks
14472.jpg,angioid streaks
14274.jpg,angioid streaks
26220.jpg,angioid streaks
14339.jpg,angioid streaks
14256.jpg,angioid streaks
8781.jpg,angioid streaks
26219.jpg,angioid streaks
22734.jpg,angioid streaks
14358.jpg,angioid streaks
8191.jpg,angioid streaks
22710.jpg,angioid streaks
5446.jpg,angioid streaks
26224.jpg,angioid streaks
14246.jpg,angioid streaks
22416.jpg,angioid streaks
14468.jpg,angioid streaks
14369.jpg,angioid streaks
8187.jpg,angioid streaks
14476.jpg,angioid streaks
22666.jpg,angioid streaks
133902.jpg,angioid streaks
14341.jpg,angioid streaks
14084.jpg,angioid streaks
1735.jpg,angioid streaks
3112.jpg,angioid streaks
22417.jpg,angioid streaks
22739.jpg,angioid streaks
14381.jpg,angioid streaks
14098.jpg,angioid streaks
14090.jpg,angioid streaks
3135.jpg,angioid streaks
14276.jpg,angioid streaks
14093.jpg,angioid streaks
14353.jpg,angioid streaks
22671.jpg,angioid streaks
3234.jpg,angioid streaks
8193.jpg,angioid streaks
14074.jpg,angioid streaks
14464.jpg,angioid streaks
22719.jpg,angioid streaks
22736.jpg,angioid streaks
14473.jpg,angioid streaks
14271.jpg,angioid streaks
22725.jpg,angioid streaks
14268.jpg,angioid streaks
8134.jpg,angioid streaks
14475.jpg,angioid streaks
14075.jpg,angioid streaks
8142.jpg,angioid streaks
29253.jpg,angioid streaks
14245.jpg,angioid streaks
14378.jpg,angioid streaks
22418.jpg,angioid streaks
96673.jpg,angioid streaks
14269.jpg,angioid streaks
14367.jpg,angioid streaks
1733.jpg,angioid streaks
8147.jpg,angioid streaks
8145.jpg,angioid streaks
8560.jpg,angioid streaks
14270.jpg,angioid streaks
14267.jpg,angioid streaks
22670.jpg,angioid streaks
22727.jpg,angioid streaks
14363.jpg,angioid streaks
14251.jpg,angioid streaks
14089.jpg,angioid streaks
3113.jpg,angioid streaks
14095.jpg,angioid streaks
15199.jpg,angioid streaks
14372.jpg,angioid streaks
14384.jpg,angioid streaks
8185.jpg,angioid streaks
8138.jpg,angioid streaks
14076.jpg,angioid streaks
14262.jpg,angioid streaks
14343.jpg,angioid streaks
56014.jpg,angioid streaks
14077.jpg,angioid streaks
14461.jpg,angioid streaks
14380.jpg,angioid streaks
22415.jpg,angioid streaks
22716.jpg,angioid streaks
14359.jpg,angioid streaks
22413.jpg,angioid streaks
14273.jpg,angioid streaks
14354.jpg,angioid streaks
950.jpg,angioid streaks
29857.jpg,angioid streaks
8183.jpg,angioid streaks
105051.jpg,angioid streaks
14275.jpg,angioid streaks
14377.jpg,angioid streaks
8131.jpg,angioid streaks
14087.jpg,angioid streaks
14364.jpg,angioid streaks
8158.jpg,angioid streaks
22728.jpg,angioid streaks
14374.jpg,angioid streaks
14469.jpg,angioid streaks
8144.jpg,angioid streaks
22724.jpg,angioid streaks
14094.jpg,angioid streaks
14099.jpg,angioid streaks
27303.jpg,angioid streaks
14389.jpg,angioid streaks
56011.jpg,angioid streaks
1287.jpg,angioid streaks
14349.jpg,angioid streaks
22712.jpg,angioid streaks
8190.jpg,angioid streaks
133860.jpg,angioid streaks
8146.jpg,angioid streaks
14243.jpg,angioid streaks
14249.jpg,angioid streaks
14362.jpg,angioid streaks
14375.jpg,angioid streaks
56012.jpg,angioid streaks
14261.jpg,angioid streaks
22715.jpg,angioid streaks
14462.jpg,angioid streaks
14387.jpg,angioid streaks
22708.jpg,angioid streaks
22738.jpg,angioid streaks
14391.jpg,angioid streaks
14382.jpg,angioid streaks
14357.jpg,angioid streaks
14079.jpg,angioid streaks
8194.jpg,angioid streaks
5447.jpg,angioid streaks
26222.jpg,angioid streaks
130674.jpg,angioid streaks
14248.jpg,angioid streaks
8181.jpg,angioid streaks
14345.jpg,angioid streaks
14260.jpg,angioid streaks
26218.jpg,angioid streaks
131410.jpg,angioid streaks
1114.jpg,angioid streaks
14100.jpg,angioid streaks
14278.jpg,angioid streaks
14072.jpg,angioid streaks
14355.jpg,angioid streaks
22668.jpg,angioid streaks
14092.jpg,angioid streaks
8136.jpg,angioid streaks
22685.jpg,angioid streaks
14259.jpg,angioid streaks
14086.jpg,angioid streaks
14360.jpg,angioid streaks
14081.jpg,angioid streaks
131138.jpg,angioid streaks
14371.jpg,angioid streaks
8182.jpg,angioid streaks
22711.jpg,angioid streaks
14347.jpg,angioid streaks
14350.jpg,angioid streaks
22682.jpg,angioid streaks
22731.jpg,angioid streaks
22720.jpg,angioid streaks
28144.jpg,angioid streaks
94591.jpg,angioid streaks
8186.jpg,angioid streaks
14071.jpg,angioid streaks
26587.jpg,angioid streaks
22412.jpg,angioid streaks
3085.jpg,angioid streaks
1734.jpg,angioid streaks
14103.jpg,angioid streaks
8148.jpg,angioid streaks
26223.jpg,angioid streaks
14073.jpg,angioid streaks
3115.jpg,angioid streaks
8154.jpg,angioid streaks
14373.jpg,angioid streaks
22723.jpg,angioid streaks
8129.jpg,angioid streaks
14366.jpg,angioid streaks
27935.jpg,angioid streaks
14277.jpg,angioid streaks
14255.jpg,angioid streaks
17712.jpg,angioid streaks
8177.jpg,angioid streaks
8188.jpg,angioid streaks
122878.jpg,angioid streaks
14263.jpg,angioid streaks
14356.jpg,angioid streaks
14257.jpg,angioid streaks
22722.jpg,angioid streaks
22683.jpg,angioid streaks
14340.jpg,angioid streaks
8150.jpg,angioid streaks
22669.jpg,angioid streaks
22686.jpg,angioid streaks
22717.jpg,angioid streaks
113401.jpg,macular hole
16594.jpg,macular hole
22147.jpg,macular hole
91336.jpg,macular hole
25809.jpg,macular hole
17173.jpg,macular hole
27698.jpg,macular hole
10844.jpg,macular hole
5617.jpg,macular hole
14883.jpg,macular hole
17181.jpg,macular hole
22822.jpg,macular hole
20348.jpg,macular hole
22805.jpg,macular hole
923.jpg,macular hole
20344.jpg,macular hole
14881.jpg,macular hole
27416.jpg,macular hole
20347.jpg,macular hole
14886.jpg,macular hole
24236.jpg,macular hole
156.jpg,macular hole
10846.jpg,macular hole
925.jpg,macular hole
16156.jpg,macular hole
24239.jpg,macular hole
22824.jpg,macular hole
94556.jpg,macular hole
16600.jpg,macular hole
14867.jpg,macular hole
16603.jpg,macular hole
17163.jpg,macular hole
18595.jpg,macular hole
17190.jpg,macular hole
40411.jpg,macular hole
131142.jpg,macular hole
14870.jpg,macular hole
133347.jpg,macular hole
22827.jpg,macular hole
14885.jpg,macular hole
91339.jpg,macular hole
22826.jpg,macular hole
23791.jpg,macular hole
20346.jpg,macular hole
133893.jpg,macular hole
22096.jpg,macular hole
22819.jpg,macular hole
17179.jpg,macular hole
46644.jpg,macular hole
926.jpg,macular hole
16850.jpg,macular hole
54857.jpg,macular hole
27591.jpg,macular hole
16849.jpg,macular hole
10923.jpg,macular hole
27417.jpg,macular hole
14892.jpg,macular hole
16853.jpg,macular hole
22146.jpg,macular hole
23792.jpg,macular hole
934.jpg,macular hole
122849.jpg,macular hole
11380.jpg,macular hole
22804.jpg,macular hole
14893.jpg,macular hole
14873.jpg,macular hole
22149.jpg,macular hole
18594.jpg,macular hole
22828.jpg,macular hole
17193.jpg,macular hole
727.jpg,macular hole
108136.jpg,macular hole
22817.jpg,macular hole
130783.gif,macular hole
16155.jpg,macular hole
14338.jpg,macular hole
24949.jpg,macular hole
20338.jpg,macular hole
91342.jpg,macular hole
133368.jpg,macular hole
5258.jpg,macular hole
122843.jpg,macular hole
22820.jpg,macular hole
29170.jpg,macular hole
20336.jpg,macular hole
12937.jpg,macular hole
24235.jpg,macular hole
26548.gif,macular hole
16597.jpg,macular hole
6695.jpg,macular hole
6881.jpg,macular hole
22801.jpg,macular hole
130809.jpg,macular hole
26549.gif,macular hole
57067.jpg,macular hole
2858.jpg,macular hole
22816.jpg,macular hole
16852.jpg,macular hole
132918.jpg,macular hole
122917.jpg,macular hole
131279.jpg,macular hole
933.jpg,macular hole
1068.jpg,macular hole
11379.jpg,macular hole
24242.jpg,macular hole
20339.jpg,macular hole
16602.jpg,macular hole
12905.jpg,macular hole
25812.jpg,macular hole
22108.jpg,macular hole
24247.jpg,macular hole
22802.jpg,macular hole
16844.jpg,macular hole
22818.jpg,macular hole
20343.jpg,macular hole
133370.jpg,macular hole
22099.jpg,macular hole
130927.jpg,macular hole
122871.jpg,macular hole
12520.jpg,macular hole
17180.jpg,macular hole
122870.jpg,macular hole
6694.jpg,macular hole
26806.jpg,macular hole
133699.jpg,macular hole
16596.jpg,macular hole
6880.jpg,macular hole
5085.jpg,macular hole
16845.jpg,macular hole
11381.jpg,macular hole
45617.jpg,macular hole
16598.jpg,macular hole
14887.jpg,macular hole
83040.jpg,macular hole
12521.jpg,macular hole
8644.gif,macular hole
74695.jpg,macular hole
17171.jpg,macular hole
132974.jpg,macular hole
22150.jpg,macular hole
22089.jpg,macular hole
22807.jpg,macular hole
14890.jpg,macular hole
21680.jpg,macular hole
22160.jpg,macular hole
25813.jpg,macular hole
14879.jpg,macular hole
22812.jpg,macular hole
23789.jpg,macular hole
22815.jpg,macular hole
16166.jpg,macular hole
5257.jpg,macular hole
17800.jpg,macular hole
22106.jpg,macular hole
22158.jpg,macular hole
16841.jpg,macular hole
22107.jpg,macular hole
16599.jpg,macular hole
26774.jpg,macular hole
24234.jpg,macular hole
173.jpg,macular hole
22094.jpg,macular hole
17165.jpg,macular hole
2972.jpg,macular hole
22090.jpg,macular hole
5075.jpg,macular hole
22825.jpg,macular hole
24243.jpg,macular hole
16595.jpg,macular hole
120820.jpg,macular hole
17182.jpg,macular hole
90237.jpg,macular hole
17184.jpg,macular hole
10809.jpg,macular hole
27876.jpg,macular hole
17172.jpg,macular hole
17166.jpg,macular hole
26805.jpg,macular hole
27289.jpg,macular hole
22806.jpg,macular hole
16161.jpg,macular hole
131503.jpg,macular hole
22161.jpg,macular hole
22814.jpg,macular hole
17802.jpg,macular hole
16158.jpg,macular hole
24237.jpg,macular hole
7267.jpg,macular hole
24238.jpg,macular hole
22104.jpg,macular hole
22153.jpg,macular hole
22100.jpg,macular hole
924.jpg,macular hole
16591.jpg,macular hole
927.jpg,macular hole
17183.jpg,macular hole
20341.jpg,macular hole
2906.jpg,macular hole
22808.jpg,macular hole
22093.jpg,macular hole
16164.jpg,macular hole
24232.jpg,macular hole
83041.jpg,macular hole
25814.jpg,macular hole
17168.jpg,macular hole
28613.jpg,macular hole
22157.jpg,macular hole
17192.jpg,macular hole
17191.jpg,macular hole
17175.jpg,macular hole
17178.jpg,macular hole
122882.jpg,macular hole
308.jpg,macular hole
6693.jpg,macular hole
14891.jpg,macular hole
25197.jpg,macular hole
29126.jpg,macular hole
12524.jpg,macular hole
50760.jpg,macular hole
130550.jpg,macular hole
133821.jpg,macular hole
22810.jpg,macular hole
22813.jpg,macular hole
22095.jpg,macular hole
22101.jpg,macular hole
121816.jpg,macular hole
5616.jpg,macular hole
22098.jpg,macular hole
54855.jpg,macular hole
14884.jpg,macular hole
16593.jpg,macular hole
17177.jpg,macular hole
17167.jpg,macular hole
16856.jpg,macular hole
5314.jpg,macular hole
17799.jpg,macular hole
22148.jpg,macular hole
24244.jpg,macular hole
24231.jpg,macular hole
12936.jpg,macular hole
120816.jpg,macular hole
7481.jpg,macular hole
16846.jpg,macular hole
10925.jpg,macular hole
797.jpg,macular hole
771.jpg,macular hole
277.jpg,macular hole
16851.jpg,macular hole
16592.jpg,macular hole
17162.jpg,macular hole
20349.jpg,macular hole
16854.jpg,macular hole
132770.jpg,macular hole
22803.jpg,macular hole
22811.jpg,macular hole
26209.jpg,macular hole
155.jpg,macular hole
18874.jpg,macular hole
20340.jpg,macular hole
16590.jpg,macular hole
16855.jpg,macular hole
14878.jpg,macular hole
12523.jpg,macular hole
10824.jpg,macular hole
5623.jpg,macular hole
17161.jpg,macular hole
22159.jpg,macular hole
17170.jpg,macular hole
108137.jpg,macular hole
131577.jpg,macular hole
24228.jpg,macular hole
2960.jpg,macular hole
24226.jpg,macular hole
17174.jpg,macular hole
30024.gif,macular hole
22097.jpg,macular hole
16842.jpg,macular hole
132929.jpg,macular hole
57092.jpg,retinitis pigmentosa
11410.jpg,retinitis pigmentosa
11409.jpg,retinitis pigmentosa
25884.jpg,retinitis pigmentosa
27308.jpg,retinitis pigmentosa
